Rank,Title,Type,Issn,SJR,SJR Best Quartile,H index,Total Docs. (2014),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Country,Categories
3537,International Journal of Materials and Structural Integrity,journal,"ISSN 17450063, 17450055",0.275,Q3,9,17,67,269,34,66,0.52,15.82,United Kingdom,Materials Science (miscellaneous) (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3)
3538,Procedia Engineering,conference and proceeding,ISSN 18777058,0.275,-,31,3181,10552,38869,6443,10484,0.58,12.22,United Kingdom,Engineering (miscellaneous)
3539,"Families, Relationships and Societies",journal,"ISSN 20467435, 20467443",0.274,Q2,7,41,70,1310,45,61,0.74,31.95,United Kingdom,Sociology and Political Science (Q2)
3540,Nationalism and Ethnic Politics,journal,ISSN 13537113,0.274,Q2,19,24,66,1839,39,65,0.45,76.63,United Kingdom,"Political Science and International Relations (Q2); Geography, Planning and Development (Q3)"
3541,Journal of the Australian Mathematical Society,journal,ISSN 14467887,0.274,Q3,28,66,147,2161,44,147,0.25,32.74,United Kingdom,Mathematics (miscellaneous) (Q3)
3542,Fiber and Integrated Optics,journal,"ISSN 01468030, 10964681",0.273,Q3,22,31,92,545,59,85,0.81,17.58,United Kingdom,"Atomic and Molecular Physics, and Optics (Q3); Electronic, Optical and Magnetic Materials (Q3)"
3543,CKJ: Clinical Kidney Journal,journal,"ISSN 20488513, 20488505",0.273,Q3,23,150,545,3042,301,399,0.92,20.28,United Kingdom,Nephrology (Q3); Transplantation (Q3)
3544,International Journal of Web Based Communities,journal,"ISSN 17418216, 14778394",0.273,Q2,19,33,93,1242,92,92,0.73,37.64,United Kingdom,Communication (Q2); Computer Networks and Communications (Q3); Education (Q3); Software (Q3)
3545,International Journal of Urban Sciences,journal,"ISSN 12265934, 21616779",0.273,Q2,8,30,51,1055,37,48,0.77,35.17,United Kingdom,"Urban Studies (Q2); Geography, Planning and Development (Q3)"
3546,The Southern Communication Journal,journal,ISSN 1041794X,0.273,Q3,11,30,77,1593,38,75,0.24,53.1,United Kingdom,Communication (Q3)
3547,International Journal of Dynamical Systems and Differential Equations,journal,"ISSN 17523583, 17523591",0.273,Q2,10,0,44,0,25,44,0.15,0,United Kingdom,Engineering (miscellaneous) (Q2); Control and Optimization (Q3); Discrete Mathematics and Combinatorics (Q4)
3548,Crime Prevention and Community Safety,journal,"ISSN 17434629, 14603780",0.273,Q2,16,16,58,670,19,57,0.39,41.88,United Kingdom,Law (Q2); Safety Research (Q2); Sociology and Political Science (Q2)
3549,Libyan Journal of Medicine,journal,"ISSN 18196357, 19932820",0.272,Q2,12,39,102,653,77,60,1.28,16.74,United Kingdom,Medicine (miscellaneous) (Q2)
3550,Journal of Statistics Education,journal,ISSN 10691898,0.272,Q3,20,24,75,682,60,70,0.38,28.42,United Kingdom,"Education (Q3); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)"
3551,Public Archaeology,journal,ISSN 14655187,0.272,Q1,10,31,46,1073,17,37,0.35,34.61,United Kingdom,Archeology (arts and humanities) (Q1); Archeology (Q2)
3552,Negotiation Journal,journal,"ISSN 07484526, 15719979",0.271,Q2,23,29,85,1076,54,74,0.81,37.1,United Kingdom,Social Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)
3553,Journal of Systems and Information Technology,journal,ISSN 13287265,0.271,Q3,11,21,66,695,63,65,1.45,33.1,United Kingdom,Information Systems (Q3)
3554,"Atlantic Studies: Literary, Cultural and Historical Perspectives",journal,ISSN 14788810,0.271,Q1,5,37,79,1320,47,70,0.69,35.68,United Kingdom,Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1)
3555,German History,journal,"ISSN 1477089X, 02663554",0.271,Q1,14,21,61,2605,33,55,0.47,124.05,United Kingdom,History (Q1)
3556,International Journal of Social Economics,journal,ISSN 03068293,0.271,Q2,30,64,209,2983,104,208,0.5,46.61,United Kingdom,Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3)
3557,International Studies of Management and Organization,journal,"ISSN 00208825, 15580911",0.271,Q2,11,23,63,1022,40,59,0.48,44.43,United Kingdom,Business and International Management (Q2); Strategy and Management (Q3)
3558,Medieval Archaeology,journal,"ISSN 1745817X, 00766097",0.271,Q1,12,14,40,1504,25,35,0.54,107.43,United Kingdom,Archeology (arts and humanities) (Q1); History (Q1); Archeology (Q2)
3559,Criminal Justice Studies,journal,ISSN 1478601X,0.271,Q2,11,28,94,1026,38,82,0.38,36.64,United Kingdom,Law (Q2)
3560,Water Science and Technology: Water Supply,book serie,ISSN 16069749,0.271,Q3,30,136,379,2944,203,378,0.51,21.65,United Kingdom,Water Science and Technology (Q3)
3561,Nonlinear Studies,journal,"ISSN 13598678, 21534373",0.27,Q3,8,53,153,1269,68,152,0.52,23.94,United Kingdom,Modeling and Simulation (Q3); Applied Mathematics (Q4)
3562,New Review of Hypermedia and Multimedia,journal,"ISSN 13614568, 17407842",0.27,Q1,25,17,52,656,55,42,0.9,38.59,United Kingdom,Media Technology (Q1); Computer Science Applications (Q3); Information Systems (Q3)
3563,Middle Eastern Studies,journal,ISSN 00263206,0.27,Q1,25,62,154,5437,46,147,0.19,87.69,United Kingdom,"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2); Geography, Planning and Development (Q3)"
3564,International Journal of Tourism Policy,journal,"ISSN 17504090, 17504104",0.27,Q4,7,8,29,667,10,28,0.32,83.38,United Kingdom,"Tourism, Leisure and Hospitality Management (Q4)"
3565,Asia-Pacific Journal of Business Administration,journal,"ISSN 17574331, 17574323",0.269,Q2,10,18,45,1055,51,43,0.97,58.61,United Kingdom,"Business, Management and Accounting (miscellaneous) (Q2); Public Administration (Q3)"
3566,History and Philosophy of the Life Sciences,journal,"ISSN 17426316, 03919714",0.269,Q1,18,13,89,740,38,84,0.28,56.92,United Kingdom,History (Q1); Arts and Humanities (miscellaneous) (Q2); History and Philosophy of Science (Q2)
3567,Journal of Postcolonial Writing,journal,"ISSN 17449855, 17449863",0.269,Q1,10,58,150,1298,65,135,0.39,22.38,United Kingdom,Literature and Literary Theory (Q1)
3568,Journal of Urban Regeneration and Renewal,journal,"ISSN 17529646, 17529638",0.269,Q2,5,39,104,804,49,92,0.49,20.62,United Kingdom,Urban Studies (Q2)
3569,History and Anthropology,journal,"ISSN 02757206, 14772612",0.269,Q1,16,36,75,2162,45,75,0.45,60.06,United Kingdom,Cultural Studies (Q1); History (Q1); Anthropology (Q2)
3570,International Journal of Computational Methods in Engineering Science and Mechanics,journal,"ISSN 15502295, 15502287",0.269,Q3,15,52,110,1180,81,109,0.6,22.69,United Kingdom,Computational Mathematics (Q3); Computational Mechanics (Q3)
3571,International Journal of Global Energy Issues,journal,"ISSN 09547118, 17415128",0.269,Q2,20,16,50,614,12,49,0.26,38.38,United Kingdom,"Energy Engineering and Power Technology (Q2); Nuclear Energy and Engineering (Q3); Renewable Energy, Sustainability and the Environment (Q3)"
3572,Business and Society Review,journal,"ISSN 00453609, 14678594",0.268,Q2,14,22,65,1142,45,65,0.34,51.91,United Kingdom,Business and International Management (Q2); Industrial Relations (Q2); Sociology and Political Science (Q2); Strategy and Management (Q3)
3573,Psychiatrist,journal,"ISSN 17583217, 17583209",0.267,Q3,38,108,503,1364,178,251,0.76,12.63,United Kingdom,Psychiatry and Mental Health (Q3)
3574,Acta Agriculturae Scandinavica - Section A: Animal Science,journal,"ISSN 16511972, 09064702",0.267,Q3,30,29,96,1079,46,92,0.54,37.21,United Kingdom,Animal Science and Zoology (Q3); Food Animals (Q4)
3575,International Journal of Philosophical Studies,journal,"ISSN 09672559, 14664542",0.267,Q2,15,40,95,914,53,86,0.43,22.85,United Kingdom,Philosophy (Q2)
3576,Journal of Law and Society,journal,ISSN 0263323X,0.267,Q2,37,30,77,2040,107,76,1.38,68,United Kingdom,Law (Q2); Sociology and Political Science (Q2)
3577,"Higher Education, Skills and Work-based Learning",journal,ISSN 20423896,0.267,Q3,5,20,72,694,23,67,0.23,34.7,United Kingdom,Education (Q3)
3578,International History Review,journal,ISSN 07075332,0.267,Q1,10,58,120,4174,55,118,0.39,71.97,United Kingdom,Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2)
3579,European Romantic Review,journal,"ISSN 17404657, 10509585",0.267,Q1,10,44,131,1700,24,126,0.17,38.64,United Kingdom,Cultural Studies (Q1); Literature and Literary Theory (Q1)
3580,Contemporary Political Theory,journal,"ISSN 14769336, 14708914",0.266,Q2,7,14,74,744,39,61,0.76,53.14,United Kingdom,Political Science and International Relations (Q2); Sociology and Political Science (Q2)
3581,Journal of Perianesthesia Nursing,journal,"ISSN 10899472, 15328473",0.266,Q2,27,88,237,1326,114,177,0.61,15.07,United Kingdom,Medical and Surgical Nursing (Q2)
3582,African Security,journal,"ISSN 19392214, 19392206",0.266,Q2,7,14,42,1233,25,41,0.46,88.07,United Kingdom,Political Science and International Relations (Q2); Safety Research (Q2)
3583,International Research in Geographical and Environmental Education,journal,ISSN 10382046,0.266,Q3,19,26,81,1044,49,71,0.59,40.15,United Kingdom,"Education (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3)"
3584,Journal of Medieval History,journal,"ISSN 18731279, 03044181",0.266,Q1,15,27,74,3944,28,73,0.4,146.07,United Kingdom,History (Q1)
3585,International Journal of Gender and Entrepreneurship,journal,ISSN 17566266,0.266,Q2,13,18,59,1277,31,59,0.68,70.94,United Kingdom,Business and International Management (Q2); Gender Studies (Q2); Economics and Econometrics (Q3)
3586,Multicultural Education and Technology Journal,journal,ISSN 1750497X,0.266,Q3,13,0,63,0,102,60,1.93,0,United Kingdom,Education (Q3); E-learning (Q3)
3587,International Review of Social History,journal,"ISSN 00208590, 1469512X",0.266,Q1,18,25,77,2679,32,71,0.49,107.16,United Kingdom,History (Q1); Social Sciences (miscellaneous) (Q2)
3588,International Journal of Materials and Product Technology,journal,ISSN 02681900,0.266,Q2,24,38,145,767,88,142,0.49,20.18,United Kingdom,"Industrial and Manufacturing Engineering (Q2); Mechanical Engineering (Q3); Mechanics of Materials (Q3); Safety, Risk, Reliability and Quality (Q3)"
3589,Australian Library Journal,journal,"ISSN 00049670, 22014276",0.266,Q3,9,27,93,406,54,75,0.61,15.04,United Kingdom,Library and Information Sciences (Q3)
3590,Journal of Constructivist Psychology,journal,"ISSN 10720537, 15210650",0.265,Q2,27,20,71,899,47,69,0.69,44.95,United Kingdom,Language and Linguistics (Q2); Social Psychology (Q3); Developmental and Educational Psychology (Q4)
3591,International Journal of Ambient Energy,journal,ISSN 01430750,0.265,Q3,18,25,73,583,39,61,0.68,23.32,United Kingdom,"Building and Construction (Q3); Renewable Energy, Sustainability and the Environment (Q3)"
3592,Interdisciplinary Science Reviews,journal,ISSN 03080188,0.265,Q2,19,30,86,898,45,73,0.5,29.93,United Kingdom,History and Philosophy of Science (Q2); Multidisciplinary (Q2)
3593,International Journal of Developmental Disabilities,journal,"ISSN 20473869, 20473877",0.265,Q3,16,26,49,1099,22,44,0.61,42.27,United Kingdom,Psychiatry and Mental Health (Q3); Developmental and Educational Psychology (Q4)
3594,International Journal of Conflict Management,journal,ISSN 10444068,0.265,Q3,42,21,74,1520,63,74,0.88,72.38,United Kingdom,Communication (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)
3595,"International Journal of Oil, Gas and Coal Technology",journal,"ISSN 17533309, 17533317",0.265,Q2,11,58,82,1597,63,82,0.69,27.53,United Kingdom,Energy (miscellaneous) (Q2)
3596,International Journal of Systematic Theology,journal,"ISSN 14682400, 14631652",0.265,Q1,11,25,76,1621,24,62,0.36,64.84,United Kingdom,Religious Studies (Q1)
3597,Rethinking Marxism,journal,ISSN 08935696,0.265,Q2,8,40,128,1049,36,116,0.31,26.23,United Kingdom,Sociology and Political Science (Q2)
3598,Development,journal,"ISSN 10116370, 14617072",0.264,Q3,28,46,239,1229,137,210,0.58,26.72,United Kingdom,"Development (Q3); Geography, Planning and Development (Q3)"
3599,Imaging in Medicine,journal,ISSN 17555191,0.264,Q3,13,10,179,657,90,159,0.66,65.7,United Kingdom,"Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
3600,British Journal of Community Nursing,journal,ISSN 14624753,0.264,Q2,22,223,519,3327,217,346,0.56,14.92,United Kingdom,Community and Home Care (Q2)
3601,International Journal of Innovation and Sustainable Development,journal,"ISSN 17408822, 17408830",0.264,Q3,17,26,66,1151,42,64,0.66,44.27,United Kingdom,"Management of Technology and Innovation (Q3); Renewable Energy, Sustainability and the Environment (Q3)"
3602,Journal of International Trade and Economic Development,journal,"ISSN 14699559, 09638199",0.264,Q3,22,54,120,2010,53,120,0.44,37.22,United Kingdom,"Aerospace Engineering (Q3); Development (Q3); Geography, Planning and Development (Q3)"
3603,Criminal Law Review,journal,ISSN 0011135X,0.263,Q2,18,52,222,2111,99,122,0.79,40.6,United Kingdom,Law (Q2); Pathology and Forensic Medicine (Q3)
3604,ecancermedicalscience,journal,ISSN 17546605,0.263,Q3,12,112,172,2788,130,168,0.83,24.89,United Kingdom,Oncology (Q3); Cancer Research (Q4)
3605,Journal of Management History,journal,"ISSN 17587751, 17511348",0.263,Q2,15,24,88,1491,66,84,0.84,62.13,United Kingdom,"Arts and Humanities (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
3606,International Journal of Business Innovation and Research,journal,ISSN 17510252,0.263,Q2,16,39,114,1939,88,113,0.71,49.72,United Kingdom,Business and International Management (Q2); Management of Technology and Innovation (Q3)
3607,"International Journal of Mining, Reclamation and Environment",journal,"ISSN 17480930, 17480949",0.263,Q3,13,35,89,741,46,74,0.52,21.17,United Kingdom,Earth-Surface Processes (Q3); Geology (Q3); Geotechnical Engineering and Engineering Geology (Q3); Management of Technology and Innovation (Q3)
3608,Worldwide Hospitality and Tourism Themes,journal,ISSN 17554217,0.263,Q3,11,41,134,1080,66,123,0.34,26.34,United Kingdom,"Development (Q3); Management, Monitoring, Policy and Law (Q3); Tourism, Leisure and Hospitality Management (Q4)"
3609,Australian Planner,journal,"ISSN 07293682, 21506841",0.263,Q2,10,36,113,1240,49,99,0.39,34.44,United Kingdom,"Urban Studies (Q2); Geography, Planning and Development (Q3)"
3610,Operative Techniques in Orthopaedics,journal,ISSN 10486666,0.263,Q3,27,44,117,1497,52,108,0.42,34.02,United Kingdom,Orthopedics and Sports Medicine (Q3); Surgery (Q3)
3611,Senses and Society,journal,"ISSN 17458927, 17458935",0.263,Q1,8,23,75,611,41,72,0.21,26.57,United Kingdom,Cultural Studies (Q1); Communication (Q3)
3612,Fat Studies,journal,"ISSN 2160486X, 21604851",0.263,Q1,5,14,18,501,19,16,1.19,35.79,United Kingdom,Cultural Studies (Q1); Anthropology (Q2); Gender Studies (Q3); Health (social science) (Q3); Nutrition and Dietetics (Q3); Social Psychology (Q3)
3613,Asian Journal of Technology Innovation,journal,"ISSN 19761597, 21586721",0.262,Q3,7,20,87,933,48,85,0.52,46.65,United Kingdom,Economics and Econometrics (Q3); Management of Technology and Innovation (Q3)
3614,Biological Rhythm Research,journal,ISSN 09291016,0.262,Q3,27,89,196,3204,170,192,1.01,36,United Kingdom,"Physiology (medical) (Q3); Ecology, Evolution, Behavior and Systematics (Q4); Physiology (Q4)"
3615,International Journal of Security and Networks,journal,"ISSN 17478405, 17478413",0.262,Q3,21,25,60,598,141,59,1.58,23.92,United Kingdom,"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Safety, Risk, Reliability and Quality (Q3)"
3616,Journal of Contemporary European Research,journal,ISSN 1815347X,0.262,Q2,9,31,99,1326,55,92,0.51,42.77,United Kingdom,Political Science and International Relations (Q2)
3617,Ringing and Migration,journal,ISSN 03078698,0.262,Q3,14,14,56,406,22,56,0.38,29,United Kingdom,Animal Science and Zoology (Q3)
3618,Contemporary British History,journal,ISSN 13619462,0.261,Q1,10,24,71,1319,36,70,0.49,54.96,United Kingdom,Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2); Development (Q3); Safety Research (Q3)
3619,Astronomy and Geophysics,journal,"ISSN 14684004, 13668781",0.261,Q4,15,109,229,612,30,59,0.58,5.61,United Kingdom,Astronomy and Astrophysics (Q4); Geochemistry and Petrology (Q4); Geophysics (Q4)
3620,Revista de Historia Economica - Journal of Iberian and Latin American Economic History,journal,ISSN 02126109,0.261,Q1,7,8,51,405,18,48,0.33,50.63,United Kingdom,History (Q1); Economics and Econometrics (Q3)
3621,Journal of Moral Education,journal,"ISSN 14653877, 03057240",0.261,Q1,29,37,95,1187,53,90,0.59,32.08,United Kingdom,Religious Studies (Q1)
3622,Implicit Religion,journal,"ISSN 14639955, 17431697",0.261,Q1,6,34,79,834,23,67,0.28,24.53,United Kingdom,Religious Studies (Q1)
3623,Polycyclic Aromatic Compounds,journal,"ISSN 10406638, 15635333",0.261,Q3,28,39,97,1475,89,94,0.75,37.82,United Kingdom,Materials Chemistry (Q3); Polymers and Plastics (Q3); Organic Chemistry (Q4)
3624,Gender and Language,journal,ISSN 17476321,0.261,Q2,4,22,17,708,12,15,0.8,32.18,United Kingdom,Language and Linguistics (Q2); Philosophy (Q2); Gender Studies (Q3)
3625,Journal of Chinese Economic and Foreign Trade Studies,book serie,"ISSN 17544408, 17544416",0.261,Q3,5,11,40,520,22,40,0.54,47.27,United Kingdom,Organizational Behavior and Human Resource Management (Q3)
3626,Journal of Children and Poverty,journal,ISSN 10796126,0.261,Q2,6,7,24,389,14,22,0.33,55.57,United Kingdom,Urban Studies (Q2); Demography (Q3); Education (Q3); Sociology and Political Science (Q3)
3627,Journal of Healthcare Engineering,journal,ISSN 20402295,0.26,Q3,12,28,90,1028,100,87,1.23,36.71,United Kingdom,Biomedical Engineering (Q3); Biotechnology (Q3); Surgery (Q3); Health Informatics (Q4)
3628,Journal of European Real Estate Research,journal,ISSN 17539269,0.26,Q3,9,16,47,675,31,42,0.7,42.19,United Kingdom,Accounting (Q3); Economics and Econometrics (Q3); Finance (Q3)
3629,Economic Affairs,journal,"ISSN 14680270, 02650665",0.26,Q3,14,49,185,1002,61,134,0.43,20.45,United Kingdom,"Aerospace Engineering (Q3); Development (Q3); Geography, Planning and Development (Q3)"
