UKPRN,Institution,SortOrder,UnitOfAssessment,Profile,FourStar,ThreeStar,TwoStar,OneStar,Unclassified
10007143,University of Durham,420,Biological Sciences,Overall,25,49,23,1,2
10007143,University of Durham,420,Earth Systems and Environmental Sciences,Overall,27,61,12,0,0
10007143,University of Durham,420,Chemistry,Overall,35,61,4,0,0
10007143,University of Durham,420,Physics,Overall,31,65,4,0,0
10007143,University of Durham,420,Mathematical Sciences,Overall,24,60,15,0,1
10007143,University of Durham,420,Computer Science and Informatics,Overall,19,66,14,0,1
10007143,University of Durham,420,General Engineering,Overall,17,74,9,0,0
10007143,University of Durham,420,"Geography, Environmental Studies and Archaeology",Overall,38,35,27,0,0
10007143,University of Durham,420,"Geography, Environmental Studies and Archaeology",Overall,43,36,18,2,1
10007143,University of Durham,420,Business and Management Studies,Overall,27,52,20,1,0
10007143,University of Durham,420,Law,Overall,44,46,10,0,0
10007143,University of Durham,420,Politics and International Studies,Overall,20,51,25,4,0
10007143,University of Durham,420,Social Work and Social Policy,Overall,22,52,20,6,0
10007143,University of Durham,420,Anthropology and Development Studies,Overall,30,44,20,4,2
10007143,University of Durham,420,Education,Overall,50,31,18,1,0
10007143,University of Durham,420,Modern Languages and Linguistics,Overall,25,50,24,0,1
10007143,University of Durham,420,English Language and Literature,Overall,52,38,10,0,0
10007143,University of Durham,420,History,Overall,38,43,18,1,0
10007143,University of Durham,420,Classics,Overall,43,43,14,0,0
10007143,University of Durham,420,Philosophy,Overall,20,50,22,8,0
10007143,University of Durham,420,Theology and Religious Studies,Overall,50,35,14,1,0
10007143,University of Durham,420,"Music, Drama, Dance and Performing Arts",Overall,53,37,8,2,0
10007789,University of East Anglia,430,Clinical Medicine,Overall,32,46,8,14,0
10007789,University of East Anglia,430,"Public Health, Health Services and Primary Care",Overall,22,63,15,0,0
10007789,University of East Anglia,430,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,45,42,13,0,0
10007789,University of East Anglia,430,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,34,58,8,0,0
10007789,University of East Anglia,430,"Psychology, Psychiatry and Neuroscience",Overall,29,52,19,0,0
10007789,University of East Anglia,430,Biological Sciences,Overall,28,59,13,0,0
10007789,University of East Anglia,430,"Agriculture, Veterinary and Food Science",Overall,32,57,11,0,0
10007789,University of East Anglia,430,Earth Systems and Environmental Sciences,Overall,35,53,10,0,2
10007789,University of East Anglia,430,Chemistry,Overall,29,69,2,0,0
10007789,University of East Anglia,430,Mathematical Sciences,Overall,9,74,17,0,0
10007789,University of East Anglia,430,Computer Science and Informatics,Overall,28,52,20,0,0
10007789,University of East Anglia,430,Economics and Econometrics,Overall,17,70,13,0,0
10007789,University of East Anglia,430,Business and Management Studies,Overall,30,50,19,1,0
10007789,University of East Anglia,430,Law,Overall,27,45,26,2,0
10007789,University of East Anglia,430,Politics and International Studies,Overall,20,50,25,5,0
10007789,University of East Anglia,430,Social Work and Social Policy,Overall,48,42,10,0,0
10007789,University of East Anglia,430,Anthropology and Development Studies,Overall,36,38,24,2,0
10007789,University of East Anglia,430,Education,Overall,14,63,18,2,3
10007789,University of East Anglia,430,Area Studies,Overall,34,40,26,0,0
10007789,University of East Anglia,430,English Language and Literature,Overall,45,37,18,0,0
10007789,University of East Anglia,430,History,Overall,33,44,22,1,0
10007789,University of East Anglia,430,Philosophy,Overall,21,46,33,0,0
10007789,University of East Anglia,430,"Art and Design: History, Practice and Theory",Overall,31,48,21,0,0
10007789,University of East Anglia,430,"Communication, Cultural and Media Studies, Library and Information Management",Overall,35,47,15,3,0
10007144,University of East London,440,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,19,67,14,0,0
10007144,University of East London,440,"Psychology, Psychiatry and Neuroscience",Overall,25,43,32,0,0
10007144,University of East London,440,Computer Science and Informatics,Overall,4,33,33,30,0
10007144,University of East London,440,General Engineering,Overall,2,28,47,19,4
10007144,University of East London,440,"Architecture, Built Environment and Planning",Overall,20,24,33,23,0
10007144,University of East London,440,Business and Management Studies,Overall,2,34,52,12,0
10007144,University of East London,440,Law,Overall,3,54,42,1,0
10007144,University of East London,440,Social Work and Social Policy,Overall,10,49,36,5,0
10007144,University of East London,440,Sociology,Overall,18,41,38,3,0
10007144,University of East London,440,Education,Overall,10,47,31,12,0
10007144,University of East London,440,"Art and Design: History, Practice and Theory",Overall,21,42,35,2,0
10007144,University of East London,440,"Music, Drama, Dance and Performing Arts",Overall,17,33,32,16,2
10007144,University of East London,440,"Communication, Cultural and Media Studies, Library and Information Management",Overall,33,47,17,3,0
10007823,Edge Hill University,450,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,7,48,36,9,0
10007823,Edge Hill University,450,"Psychology, Psychiatry and Neuroscience",Overall,15,29,46,10,0
10007823,Edge Hill University,450,Computer Science and Informatics,Overall,0,2,33,57,8
10007823,Edge Hill University,450,"Geography, Environmental Studies and Archaeology",Overall,3,26,27,39,5
10007823,Edge Hill University,450,Law,Overall,1,49,36,14,0
10007823,Edge Hill University,450,Social Work and Social Policy,Overall,5,30,36,21,8
10007823,Edge Hill University,450,Education,Overall,9,27,40,24,0
10007823,Edge Hill University,450,"Sport and Exercise Sciences, Leisure and Tourism",Overall,13,32,45,10,0
10007823,Edge Hill University,450,English Language and Literature,Overall,8,36,44,12,0
10007823,Edge Hill University,450,History,Overall,11,40,49,0,0
10007823,Edge Hill University,450,"Music, Drama, Dance and Performing Arts",Overall,0,21,44,21,14
10007823,Edge Hill University,450,"Communication, Cultural and Media Studies, Library and Information Management",Overall,11,34,32,14,9
10007791,University of Essex,470,"Psychology, Psychiatry and Neuroscience",Overall,40,50,10,0,0
10007791,University of Essex,470,Biological Sciences,Overall,3,63,32,2,0
10007791,University of Essex,470,Computer Science and Informatics,Overall,22,49,25,4,0
10007791,University of Essex,470,Economics and Econometrics,Overall,32,61,7,0,0
10007791,University of Essex,470,Business and Management Studies,Overall,17,55,25,3,0
10007791,University of Essex,470,Law,Overall,23,48,28,0,1
10007791,University of Essex,470,Politics and International Studies,Overall,68,19,12,1,0
10007791,University of Essex,470,Sociology,Overall,38,40,20,2,0
10007791,University of Essex,470,"Sport and Exercise Sciences, Leisure and Tourism",Overall,13,41,43,3,0
10007791,University of Essex,470,Modern Languages and Linguistics,Overall,40,43,14,3,0
10007791,University of Essex,470,English Language and Literature,Overall,29,46,22,3,0
10007791,University of Essex,470,History,Overall,19,52,27,1,1
10007791,University of Essex,470,Philosophy,Overall,34,51,15,0,0
10007791,University of Essex,470,"Art and Design: History, Practice and Theory",Overall,32,57,11,0,0
10007792,University of Exeter,480,Clinical Medicine,Overall,39,44,14,0,3
10007792,University of Exeter,480,"Public Health, Health Services and Primary Care",Overall,25,60,14,1,0
10007792,University of Exeter,480,"Psychology, Psychiatry and Neuroscience",Overall,38,47,14,1,0
10007792,University of Exeter,480,Biological Sciences,Overall,29,59,11,0,1
10007792,University of Exeter,480,Earth Systems and Environmental Sciences,Overall,24,65,10,0,1
10007792,University of Exeter,480,Physics,Overall,23,67,9,1,0
10007792,University of Exeter,480,Mathematical Sciences,Overall,18,65,17,0,0
10007792,University of Exeter,480,Computer Science and Informatics,Overall,23,53,22,2,0
10007792,University of Exeter,480,General Engineering,Overall,26,66,8,0,0
10007792,University of Exeter,480,"Geography, Environmental Studies and Archaeology",Overall,31,46,20,3,0
10007792,University of Exeter,480,"Geography, Environmental Studies and Archaeology",Overall,24,54,22,0,0
10007792,University of Exeter,480,Economics and Econometrics,Overall,15,57,19,9,0
10007792,University of Exeter,480,Business and Management Studies,Overall,18,55,22,4,1
10007792,University of Exeter,480,Law,Overall,22,63,15,0,0
10007792,University of Exeter,480,Politics and International Studies,Overall,30,54,15,1,0
10007792,University of Exeter,480,Sociology,Overall,23,54,22,1,0
10007792,University of Exeter,480,Education,Overall,44,40,16,0,0
10007792,University of Exeter,480,"Sport and Exercise Sciences, Leisure and Tourism",Overall,34,55,11,0,0
10007792,University of Exeter,480,Area Studies,Overall,45,36,18,1,0
10007792,University of Exeter,480,Modern Languages and Linguistics,Overall,30,35,24,11,0
10007792,University of Exeter,480,English Language and Literature,Overall,35,41,20,4,0
10007792,University of Exeter,480,History,Overall,43,39,18,0,0
10007792,University of Exeter,480,Classics,Overall,30,45,24,1,0
10007792,University of Exeter,480,Theology and Religious Studies,Overall,21,62,14,3,0
10007792,University of Exeter,480,"Music, Drama, Dance and Performing Arts",Overall,30,49,16,5,0
10008640,Falmouth University,490,"Art and Design: History, Practice and Theory",Overall,2,22,51,18,7
10008640,Falmouth University,490,"Music, Drama, Dance and Performing Arts",Overall,12,20,46,14,8
10007145,University of Gloucestershire,500,"Architecture, Built Environment and Planning",Overall,21,50,27,2,0
10007145,University of Gloucestershire,500,"Geography, Environmental Studies and Archaeology",Overall,7,26,42,24,1
10007145,University of Gloucestershire,500,"Sport and Exercise Sciences, Leisure and Tourism",Overall,12,41,43,4,0
10007145,University of Gloucestershire,500,English Language and Literature,Overall,5,28,37,29,1
10007145,University of Gloucestershire,500,History,Overall,5,20,40,35,0
10007145,University of Gloucestershire,500,Theology and Religious Studies,Overall,3,30,52,15,0
10002718,Goldsmiths' College,510,"Psychology, Psychiatry and Neuroscience",Overall,24,54,20,0,2
10002718,Goldsmiths' College,510,Computer Science and Informatics,Overall,15,53,28,4,0
10002718,Goldsmiths' College,510,Politics and International Studies,Overall,7,42,45,6,0
10002718,Goldsmiths' College,510,Social Work and Social Policy,Overall,11,34,53,2,0
10002718,Goldsmiths' College,510,Sociology,Overall,18,48,33,1,0
10002718,Goldsmiths' College,510,Anthropology and Development Studies,Overall,23,52,18,4,3
10002718,Goldsmiths' College,510,Education,Overall,15,46,36,3,0
10002718,Goldsmiths' College,510,English Language and Literature,Overall,25,47,22,6,0
10002718,Goldsmiths' College,510,History,Overall,21,52,27,0,0
10002718,Goldsmiths' College,510,"Art and Design: History, Practice and Theory",Overall,22,46,27,3,2
10002718,Goldsmiths' College,510,"Music, Drama, Dance and Performing Arts",Overall,43,33,22,2,0
10002718,Goldsmiths' College,510,"Music, Drama, Dance and Performing Arts",Overall,14,43,38,5,0
10002718,Goldsmiths' College,510,"Communication, Cultural and Media Studies, Library and Information Management",Overall,55,33,12,0,0
10007146,University of Greenwich,520,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,23,58,12,0,7
10007146,University of Greenwich,520,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,5,52,43,0,0
10007146,University of Greenwich,520,"Psychology, Psychiatry and Neuroscience",Overall,8,23,63,1,5
10007146,University of Greenwich,520,"Agriculture, Veterinary and Food Science",Overall,21,34,39,6,0
10007146,University of Greenwich,520,Chemistry,Overall,2,48,44,6,0
10007146,University of Greenwich,520,Mathematical Sciences,Overall,8,28,36,20,8
10007146,University of Greenwich,520,Computer Science and Informatics,Overall,9,30,32,29,0
10007146,University of Greenwich,520,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,17,57,26,0,0
10007146,University of Greenwich,520,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,6,42,37,15,0
10007146,University of Greenwich,520,General Engineering,Overall,8,24,61,5,2
10007146,University of Greenwich,520,"Architecture, Built Environment and Planning",Overall,6,24,54,16,0
10007146,University of Greenwich,520,Business and Management Studies,Overall,7,32,40,17,4
10007146,University of Greenwich,520,Law,Overall,2,15,33,46,4
10007146,University of Greenwich,520,Anthropology and Development Studies,Overall,6,43,47,2,2
10007146,University of Greenwich,520,Education,Overall,3,11,49,27,10
10007146,University of Greenwich,520,Modern Languages and Linguistics,Overall,7,20,53,20,0
10007146,University of Greenwich,520,English Language and Literature,Overall,9,38,45,8,0
10007146,University of Greenwich,520,History,Overall,4,34,43,19,0
10007146,University of Greenwich,520,"Art and Design: History, Practice and Theory",Overall,7,15,50,28,0
10007825,Guildhall School of Music & Drama,540,"Music, Drama, Dance and Performing Arts",Overall,21,30,31,8,10
10040812,Harper Adams University,550,"Agriculture, Veterinary and Food Science",Overall,10,46,44,0,0
10007147,University of Hertfordshire,560,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,10,62,26,1,1
10007147,University of Hertfordshire,560,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,24,58,12,5,1
10007147,University of Hertfordshire,560,"Psychology, Psychiatry and Neuroscience",Overall,5,50,41,4,0
10007147,University of Hertfordshire,560,"Agriculture, Veterinary and Food Science",Overall,10,35,41,14,0
10007147,University of Hertfordshire,560,Physics,Overall,7,58,34,0,1
10007147,University of Hertfordshire,560,Computer Science and Informatics,Overall,8,38,44,9,1
10007147,University of Hertfordshire,560,General Engineering,Overall,0,57,38,5,0
10007147,University of Hertfordshire,560,Business and Management Studies,Overall,5,15,62,16,2
10007147,University of Hertfordshire,560,English Language and Literature,Overall,10,43,32,13,2
10007147,University of Hertfordshire,560,History,Overall,45,40,14,1,0
10007147,University of Hertfordshire,560,Philosophy,Overall,19,47,27,7,0
10007147,University of Hertfordshire,560,"Art and Design: History, Practice and Theory",Overall,7,44,46,3,0
10007147,University of Hertfordshire,560,"Music, Drama, Dance and Performing Arts",Overall,4,21,58,14,3
10007765,Heythrop College,570,Theology and Religious Studies,Overall,22,40,36,2,0
10007148,University of Huddersfield,590,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,8,69,23,0,0
10007148,University of Huddersfield,590,Biological Sciences,Overall,9,20,54,5,12
10007148,University of Huddersfield,590,Chemistry,Overall,3,61,36,0,0
10007148,University of Huddersfield,590,Physics,Overall,6,35,55,4,0
10007148,University of Huddersfield,590,Computer Science and Informatics,Overall,8,33,44,15,0
10007148,University of Huddersfield,590,General Engineering,Overall,4,47,43,5,1
10007148,University of Huddersfield,590,Business and Management Studies,Overall,11,37,37,15,0
10007148,University of Huddersfield,590,Social Work and Social Policy,Overall,24,42,27,7,0
10007148,University of Huddersfield,590,Education,Overall,13,41,40,6,0
10007148,University of Huddersfield,590,English Language and Literature,Overall,20,53,23,4,0
10007148,University of Huddersfield,590,History,Overall,13,50,37,0,0
10007148,University of Huddersfield,590,"Art and Design: History, Practice and Theory",Overall,14,41,30,15,0
10007148,University of Huddersfield,590,"Music, Drama, Dance and Performing Arts",Overall,44,41,12,2,1
10007149,University of Hull,620,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,31,56,12,0,1
10007149,University of Hull,620,"Psychology, Psychiatry and Neuroscience",Overall,13,57,29,0,1
10007149,University of Hull,620,Chemistry,Overall,12,67,21,0,0
10007149,University of Hull,620,Computer Science and Informatics,Overall,23,30,42,5,0
10007149,University of Hull,620,General Engineering,Overall,9,66,24,0,1
10007149,University of Hull,620,"Geography, Environmental Studies and Archaeology",Overall,27,43,29,1,0
10007149,University of Hull,620,Business and Management Studies,Overall,6,49,38,7,0
10007149,University of Hull,620,Law,Overall,3,49,43,5,0
10007149,University of Hull,620,Politics and International Studies,Overall,0,37,47,16,0
10007149,University of Hull,620,Social Work and Social Policy,Overall,12,41,40,7,0
10007149,University of Hull,620,Education,Overall,10,25,51,13,1
10007149,University of Hull,620,"Sport and Exercise Sciences, Leisure and Tourism",Overall,5,47,27,21,0
10007149,University of Hull,620,English Language and Literature,Overall,19,45,33,3,0
10007149,University of Hull,620,History,Overall,18,52,25,5,0
10007149,University of Hull,620,Philosophy,Overall,2,29,62,3,4
10007149,University of Hull,620,"Music, Drama, Dance and Performing Arts",Overall,9,38,44,9,0
10003270,Imperial College London,630,Clinical Medicine,Overall,48,38,13,1,0
10003270,Imperial College London,630,"Public Health, Health Services and Primary Care",Overall,57,34,8,0,1
10003270,Imperial College London,630,"Psychology, Psychiatry and Neuroscience",Overall,50,42,7,1,0
10003270,Imperial College London,630,Biological Sciences,Overall,51,40,8,1,0
10003270,Imperial College London,630,Chemistry,Overall,34,62,4,0,0
10003270,Imperial College London,630,Physics,Overall,35,57,7,1,0
10003270,Imperial College London,630,Mathematical Sciences,Overall,44,47,8,1,0
10003270,Imperial College London,630,Computer Science and Informatics,Overall,56,38,6,0,0
10003270,Imperial College London,630,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,46,43,10,1,0
10003270,Imperial College London,630,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,49,48,3,0,0
10003270,Imperial College London,630,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,44,55,1,0,0
10003270,Imperial College London,630,Civil and Construction Engineering,Overall,47,48,5,0,0
10003270,Imperial College London,630,General Engineering,Overall,44,51,5,0,0
10003270,Imperial College London,630,Business and Management Studies,Overall,49,43,7,1,0
10007767,Keele University,660,"Public Health, Health Services and Primary Care",Overall,36,55,9,0,0
10007767,Keele University,660,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,42,48,9,0,1
10007767,Keele University,660,"Psychology, Psychiatry and Neuroscience",Overall,12,30,51,7,0
10007767,Keele University,660,Biological Sciences,Overall,11,31,53,5,0
10007767,Keele University,660,Earth Systems and Environmental Sciences,Overall,2,55,41,2,0
10007767,Keele University,660,Physics,Overall,15,55,20,2,8
10007767,Keele University,660,Mathematical Sciences,Overall,12,59,25,4,0
10007767,Keele University,660,Computer Science and Informatics,Overall,3,43,44,10,0
10007767,Keele University,660,General Engineering,Overall,20,69,11,0,0
10007767,Keele University,660,Business and Management Studies,Overall,6,39,45,9,1
10007767,Keele University,660,Law,Overall,26,39,32,3,0
10007767,Keele University,660,Politics and International Studies,Overall,23,36,34,7,0
10007767,Keele University,660,Social Work and Social Policy,Overall,14,60,24,2,0
10007767,Keele University,660,English Language and Literature,Overall,16,55,26,2,1
10007767,Keele University,660,History,Overall,21,61,18,0,0
10007767,Keele University,660,Philosophy,Overall,16,41,43,0,0
10007767,Keele University,660,"Music, Drama, Dance and Performing Arts",Overall,29,38,29,4,0
10007150,University of Kent,670,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,23,58,12,0,7
10007150,University of Kent,670,"Psychology, Psychiatry and Neuroscience",Overall,23,54,20,2,1
10007150,University of Kent,670,Biological Sciences,Overall,19,69,12,0,0
10007150,University of Kent,670,Chemistry,Overall,12,66,20,2,0
10007150,University of Kent,670,Physics,Overall,27,48,25,0,0
10007150,University of Kent,670,Mathematical Sciences,Overall,10,62,28,0,0
10007150,University of Kent,670,Computer Science and Informatics,Overall,18,63,17,2,0
10007150,University of Kent,670,General Engineering,Overall,11,59,28,1,1
10007150,University of Kent,670,"Architecture, Built Environment and Planning",Overall,26,22,40,12,0
10007150,University of Kent,670,Economics and Econometrics,Overall,4,40,40,16,0
10007150,University of Kent,670,Business and Management Studies,Overall,19,48,31,2,0
10007150,University of Kent,670,Law,Overall,36,43,20,1,0
10007150,University of Kent,670,Politics and International Studies,Overall,16,47,33,4,0
10007150,University of Kent,670,Social Work and Social Policy,Overall,50,38,11,1,0
10007150,University of Kent,670,Anthropology and Development Studies,Overall,11,48,35,5,1
10007150,University of Kent,670,"Sport and Exercise Sciences, Leisure and Tourism",Overall,14,38,42,6,0
10007150,University of Kent,670,Modern Languages and Linguistics,Overall,39,46,15,0,0
10007150,University of Kent,670,English Language and Literature,Overall,34,40,21,5,0
10007150,University of Kent,670,History,Overall,27,43,29,1,0
10007150,University of Kent,670,Classics,Overall,23,43,31,3,0
10007150,University of Kent,670,Philosophy,Overall,18,39,40,3,0
10007150,University of Kent,670,Theology and Religious Studies,Overall,38,37,23,2,0
10007150,University of Kent,670,"Music, Drama, Dance and Performing Arts",Overall,39,44,15,2,0
10003645,King's College London,690,Clinical Medicine,Overall,48,45,6,1,0
10003645,King's College London,690,"Public Health, Health Services and Primary Care",Overall,37,49,14,0,0
10003645,King's College London,690,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,42,48,9,1,0
10003645,King's College London,690,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,42,49,8,0,1
10003645,King's College London,690,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,43,47,10,0,0
10003645,King's College London,690,"Psychology, Psychiatry and Neuroscience",Overall,47,41,11,1,0
10003645,King's College London,690,Biological Sciences,Overall,30,52,15,1,2
10003645,King's College London,690,Physics,Overall,18,67,14,0,1
10003645,King's College London,690,Mathematical Sciences,Overall,22,55,18,5,0
10003645,King's College London,690,Computer Science and Informatics,Overall,32,56,12,0,0
10003645,King's College London,690,General Engineering,Overall,38,61,1,0,0
10003645,King's College London,690,"Geography, Environmental Studies and Archaeology",Overall,30,48,19,2,1
10003645,King's College London,690,Business and Management Studies,Overall,32,50,16,2,0
10003645,King's College London,690,Law,Overall,54,36,10,0,0
10003645,King's College London,690,Politics and International Studies,Overall,34,36,25,5,0
10003645,King's College London,690,Sociology,Overall,29,47,22,0,2
10003645,King's College London,690,Education,Overall,54,35,10,1,0
10003645,King's College London,690,"Sport and Exercise Sciences, Leisure and Tourism",Overall,46,42,10,2,0
10003645,King's College London,690,Modern Languages and Linguistics,Overall,26,53,17,3,1
10003645,King's College London,690,English Language and Literature,Overall,45,35,18,2,0
10003645,King's College London,690,History,Overall,44,42,13,1,0
10003645,King's College London,690,Classics,Overall,32,44,23,1,0
10003645,King's College London,690,Philosophy,Overall,44,36,19,1,0
10003645,King's College London,690,Theology and Religious Studies,Overall,39,37,18,5,1
10003645,King's College London,690,"Music, Drama, Dance and Performing Arts",Overall,37,41,18,3,1
10003645,King's College London,690,"Music, Drama, Dance and Performing Arts",Overall,45,42,11,2,0
10003645,King's College London,690,"Communication, Cultural and Media Studies, Library and Information Management",Overall,54,26,15,5,0
10003678,Kingston University,720,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,10,64,25,0,1
10003678,Kingston University,720,"Psychology, Psychiatry and Neuroscience",Overall,4,39,47,10,0
10003678,Kingston University,720,Computer Science and Informatics,Overall,9,45,44,2,0
10003678,Kingston University,720,General Engineering,Overall,1,41,48,9,1
10003678,Kingston University,720,"Geography, Environmental Studies and Archaeology",Overall,8,30,54,8,0
10003678,Kingston University,720,Business and Management Studies,Overall,19,47,28,5,1
10003678,Kingston University,720,English Language and Literature,Overall,30,31,32,7,0
10003678,Kingston University,720,Philosophy,Overall,24,39,31,6,0
10003678,Kingston University,720,"Art and Design: History, Practice and Theory",Overall,24,47,27,2,0
10007768,Lancaster University,730,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,39,50,10,1,0
10007768,Lancaster University,730,"Psychology, Psychiatry and Neuroscience",Overall,29,46,24,0,1
10007768,Lancaster University,730,Earth Systems and Environmental Sciences,Overall,32,47,18,3,0
10007768,Lancaster University,730,Chemistry,Overall,20,62,14,4,0
10007768,Lancaster University,730,Physics,Overall,24,57,18,1,0
10007768,Lancaster University,730,Mathematical Sciences,Overall,40,51,8,0,1
10007768,Lancaster University,730,Computer Science and Informatics,Overall,36,55,8,1,0
10007768,Lancaster University,730,General Engineering,Overall,17,74,9,0,0
10007768,Lancaster University,730,Business and Management Studies,Overall,41,39,16,3,1
10007768,Lancaster University,730,Law,Overall,28,53,16,3,0
10007768,Lancaster University,730,Sociology,Overall,39,44,16,1,0
10007768,Lancaster University,730,Education,Overall,25,53,20,2,0
10007768,Lancaster University,730,English Language and Literature,Overall,40,37,20,3,0
10007768,Lancaster University,730,History,Overall,30,52,18,0,0
10007768,Lancaster University,730,Theology and Religious Studies,Overall,42,33,23,2,0
10007768,Lancaster University,730,"Art and Design: History, Practice and Theory",Overall,31,51,15,3,0
10007795,University of Leeds,750,Clinical Medicine,Overall,28,57,13,1,1
10007795,University of Leeds,750,"Public Health, Health Services and Primary Care",Overall,32,50,16,2,0
10007795,University of Leeds,750,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Overall,37,54,8,1,0
10007795,University of Leeds,750,"Psychology, Psychiatry and Neuroscience",Overall,27,54,18,1,0
10007795,University of Leeds,750,Biological Sciences,Overall,38,45,16,0,1
10007795,University of Leeds,750,"Agriculture, Veterinary and Food Science",Overall,30,48,20,2,0
10007795,University of Leeds,750,Earth Systems and Environmental Sciences,Overall,36,54,10,0,0
10007795,University of Leeds,750,Chemistry,Overall,23,72,5,0,0
10007795,University of Leeds,750,Physics,Overall,25,66,9,0,0
10007795,University of Leeds,750,Mathematical Sciences,Overall,36,49,15,0,0
10007795,University of Leeds,750,Computer Science and Informatics,Overall,32,54,13,1,0
10007795,University of Leeds,750,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Overall,30,54,16,0,0
10007795,University of Leeds,750,"Electrical and Electronic Engineering, Metallurgy and Materials",Overall,41,59,0,0,0
10007795,University of Leeds,750,Civil and Construction Engineering,Overall,21,64,13,2,0
10007795,University of Leeds,750,General Engineering,Overall,14,69,17,0,0
10007795,University of Leeds,750,"Geography, Environmental Studies and Archaeology",Overall,32,44,23,1,0
10007795,University of Leeds,750,Business and Management Studies,Overall,38,44,16,2,0
10007795,University of Leeds,750,Law,Overall,41,47,10,2,0
10007795,University of Leeds,750,Politics and International Studies,Overall,25,41,29,5,0
10007795,University of Leeds,750,Social Work and Social Policy,Overall,35,44,19,2,0
10007795,University of Leeds,750,Education,Overall,23,52,23,2,0
10007795,University of Leeds,750,"Sport and Exercise Sciences, Leisure and Tourism",Overall,62,32,2,4,0
10007795,University of Leeds,750,Modern Languages and Linguistics,Overall,31,38,22,9,0
10007795,University of Leeds,750,English Language and Literature,Overall,41,41,14,4,0
10007795,University of Leeds,750,History,Overall,39,46,14,1,0
10007795,University of Leeds,750,Classics,Overall,14,60,26,0,0
10007795,University of Leeds,750,Philosophy,Overall,34,45,20,1,0
10007795,University of Leeds,750,Theology and Religious Studies,Overall,33,49,18,0,0
10007795,University of Leeds,750,"Art and Design: History, Practice and Theory",Overall,34,48,17,1,0
10007795,University of Leeds,750,"Art and Design: History, Practice and Theory",Overall,34,36,25,5,0
10007795,University of Leeds,750,"Music, Drama, Dance and Performing Arts",Overall,43,40,16,1,0
10007795,University of Leeds,750,"Music, Drama, Dance and Performing Arts",Overall,22,48,27,3,0
10007795,University of Leeds,750,"Communication, Cultural and Media Studies, Library and Information Management",Overall,48,34,14,4,0
10003861,Leeds Beckett University,770,"Public Health, Health Services and Primary Care",Overall,1,19,39,37,4
10003861,Leeds Beckett University,770,"Psychology, Psychiatry and Neuroscience",Overall,2,38,40,20,0
10003861,Leeds Beckett University,770,Computer Science and Informatics,Overall,0,4,44,52,0
10003861,Leeds Beckett University,770,"Architecture, Built Environment and Planning",Overall,15,22,42,20,1
10003861,Leeds Beckett University,770,Business and Management Studies,Overall,1,20,53,22,4
10003861,Leeds Beckett University,770,Social Work and Social Policy,Overall,5,24,36,29,6
10003861,Leeds Beckett University,770,Education,Overall,4,26,51,18,1
10003861,Leeds Beckett University,770,"Sport and Exercise Sciences, Leisure and Tourism",Overall,21,38,35,4,2
10003861,Leeds Beckett University,770,"Art and Design: History, Practice and Theory",Overall,3,7,42,45,3
10003861,Leeds Beckett University,770,"Music, Drama, Dance and Performing Arts",Overall,2,11,29,42,16
10003861,Leeds Beckett University,770,"Communication, Cultural and Media Studies, Library and Information Management",Overall,6,32,50,10,2
10003863,Leeds Trinity University,790,"Sport and Exercise Sciences, Leisure and Tourism",Overall,0,14,59,20,7
10003863,Leeds Trinity University,790,English Language and Literature,Overall,7,6,64,22,1
10003863,Leeds Trinity University,790,History,Overall,0,31,62,7,0
10003863,Leeds Trinity University,790,Theology and Religious Studies,Overall,0,34,32,33,1
10003863,Leeds Trinity University,790,"Communication, Cultural and Media Studies, Library and Information Management",Overall,13,26,31,9,21
10007796,University of Leicester,800,Clinical Medicine,Overall,27,54,16,1,2
10007796,University of Leicester,800,"Public Health, Health Services and Primary Care",Overall,36,48,12,2,2
10007796,University of Leicester,800,"Psychology, Psychiatry and Neuroscience",Overall,22,63,14,1,0
10007796,University of Leicester,800,Biological Sciences,Overall,30,58,11,0,1
